3197,E200497E93D13B7134FFA4ED,1,905.25,80823795,-64.5,-35.38,4.87,84717890
3198,E200497E93D13C3134FFA4F0,1,905.25,80823795,-62.5,85.44,2.65,84717891
3199,E2003412DC03011815004228,1,905.25,80823796,-47.5,20.75,0.12,84717891
3200,E200497E93D15F7134FFA57D,1,905.25,80823797,-60.5,10.94,4.03,84717891
3201,E200497E93D165F134FFA597,1,905.25,80823797,-61.5,-25.63,3.06,84717891
3202,E200497E93D143B134FFA50E,1,905.25,80823798,-59,41.50,1.79,84717892
3203,E200497E93D12CB134FFA4B2,1,905.25,80823799,-67.5,-35.38,3.74,84717892
3204,E200497E93D15DB134FFA576,1,905.25,80823799,-56,20.75,2.03,84717892
3205,E200497E93D1827134FFA609,1,905.25,80823800,-70.5,-80.56,3.50,84717893
3206,E200497E93D1833134FFA60C,1,905.25,80823801,-67,-46.38,1.37,84717893
3207,E200497E93D1623134FFA588,1,905.25,80823802,-62,-18.25,0.93,84717893
3208,E200497E93D17EB134FFA5FA,1,905.25,80823803,-69.5,103.75,4.18,84717894
3209,E200497E93D1603134FFA580,1,905.25,80823804,-58,20.75,0.60,84717894
3210,E200497E93D141F134FFA507,1,905.25,80823805,-64.5,48.81,5.69,84717894
3211,E200497E93D1543134FFA550,1,905.25,80823806,-62.5,34.13,0.02,84717894
3212,E200497E93D188B134FFA622,1,905.25,80823807,-63.5,80.56,0.48,84717895
3213,E200497E93D1623134FFA588,1,905.25,80823810,-61.5,-67.13,0.90,84717906
3214,E200497E93D13B7134FFA4ED,1,905.25,80823811,-64,-78.13,4.93,84717907
3215,E200497E93D17EB134FFA5FA,1,905.25,80823812,-68.5,-112.25,4.58,84717908
3216,E200497E93D15F7134FFA57D,1,905.25,80823812,-60.5,41.50,4.02,84717908
3217,E200497E93D141F134FFA507,1,905.25,80823813,-64,59.81,5.64,84717908
3218,E200497E93D12CB134FFA4B2,1,905.25,80823814,-68.5,0.00,3.72,84717909
3219,E200497E93D13E3134FFA4F8,1,905.25,80823815,-64,17.06,3.06,84717909
3220,E2003412DC03011815004228,1,905.25,80823815,-47.5,19.50,0.13,84717909
3221,E200497E93D1603134FFA580,1,905.25,80823816,-58,0.00,0.63,84717909
3222,E200497E93D143B134FFA50E,1,905.25,80823817,-59,19.50,1.88,84717910
3223,E200497E93D165F134FFA597,1,905.25,80823817,-61.5,-20.75,3.06,84717910
3224,E200497E93D1543134FFA550,1,905.25,80823818,-62,34.13,0.02,84717910
3225,E200497E93D15DB134FFA576,1,905.25,80823819,-56,34.13,2.03,84717911
3226,E200497E93D188B134FFA622,1,905.25,80823820,-63.5,54.88,0.50,84717911
3227,E200497E93D13C3134FFA4F0,1,905.25,80823820,-63,7.31,2.79,84717911
3228,E200497E93D1833134FFA60C,1,905.25,80823821,-67,43.94,1.23,84717911
3229,E200497E93D13B7134FFA4ED,1,905.25,80823830,-65,-13.38,4.74,84717926
3230,E200497E93D188B134FFA622,1,905.25,80823831,-63.5,-12.19,0.63,84717926
3231,E200497E93D165F134FFA597,1,905.25,80823831,-61.5,52.44,2.92,84717927
3232,E200497E93D13C3134FFA4F0,1,905.25,80823832,-62,14.63,2.72,84717927
3233,E200497E93D15F7134FFA57D,1,905.25,80823833,-60,15.81,3.99,84717927
3234,E2003412DC03011815004228,1,905.25,80823834,-47.5,17.06,0.14,84717928
3235,E200497E93D15DB134FFA576,1,905.25,80823834,-56,-4.88,2.09,84717928
3236,E200497E93D12CB134FFA4B2,1,905.25,80823835,-68.5,-106.19,3.88,84717928
3237,E200497E93D143B134FFA50E,1,905.25,80823837,-58.5,19.50,1.85,84717929
3238,E200497E93D13E3134FFA4F8,1,905.25,80823838,-65,23.19,3.14,84717929
3239,E200497E93D1543134FFA550,1,905.25,80823840,-62,-12.19,0.08,84717929
3240,E200497E93D141F134FFA507,1,905.25,80823840,-64.5,24.38,5.68,84717929
3241,E200497E93D17EB134FFA5FA,1,905.25,80823841,-68.5,10.94,4.31,84717930
3242,E200497E93D1833134FFA60C,1,905.25,80823841,-67.5,-63.44,1.48,84717930
3243,E200497E93D1623134FFA588,1,905.25,80823842,-61.5,-34.13,0.87,84717930
3244,E200497E93D1603134FFA580,1,905.25,80823843,-57.5,12.19,0.64,84717930
3245,E200497E93D141F134FFA507,1,905.25,80823845,-64.5,56.13,5.66,84717941
3246,E200497E93D188B134FFA622,1,905.25,80823846,-63,28.06,0.58,84717941
3247,E200497E93D1623134FFA588,1,905.25,80823847,-61.5,-10.94,0.79,84717941
3248,E200497E93D1833134FFA60C,1,905.25,80823847,-67.5,-12.19,1.44,84717942
3249,E2003412DC03011815004228,1,905.25,80823848,-47.5,17.06,0.14,84717942
3250,E200497E93D15F7134FFA57D,1,905.25,80823849,-60,15.81,4.06,84717942
3251,E200497E93D15DB134FFA576,1,905.25,80823849,-56,18.25,2.07,84717943
3252,E200497E93D143B134FFA50E,1,905.25,80823850,-58.5,4.88,1.87,84717943
3253,E200497E93D13C3134FFA4F0,1,905.25,80823851,-62.5,-9.75,2.75,84717943
3254,E200497E93D1543134FFA550,1,905.25,80823851,-62.5,39.06,6.25,84717943
3255,E200497E93D13B7134FFA4ED,1,905.25,80823852,-65,96.38,4.61,84717944
3256,E200497E93D13E3134FFA4F8,1,905.25,80823853,-65.5,-7.31,3.11,84717944
3257,E200497E93D17EB134FFA5FA,1,905.25,80823854,-69.5,-142.81,4.57,84717944
3258,E200497E93D165F134FFA597,1,905.25,80823855,-61.5,23.19,2.98,84717945
3259,E200497E93D1603134FFA580,1,905.25,80823855,-57.5,14.63,0.66,84717946
3260,E200497E93D12CB134FFA4B2,1,905.25,80823856,-68.5,-146.44,3.91,84717946
3261,E200497E93D1827134FFA609,1,905.25,80823856,-71,106.19,3.36,84717946
3262,E200497E93D188B134FFA622,1,905.25,80823866,-63,7.31,0.60,84717961
3263,E200497E93D1833134FFA60C,1,905.25,80823866,-67.5,-43.94,1.40,84717961
3264,E200497E93D12CB134FFA4B2,1,905.25,80823867,-67.5,-7.31,3.73,84717961
3265,E200497E93D13E3134FFA4F8,1,905.25,80823868,-65.5,-12.19,3.09,84717962
3266,E2003412DC03011815004228,1,905.25,80823869,-47.5,19.50,0.13,84717962
3267,E200497E93D1603134FFA580,1,905.25,80823870,-57.5,25.63,0.56,84717963
3268,E200497E93D15F7134FFA57D,1,905.25,80823870,-60,7.31,4.07,84717963
3269,E200497E93D15DB134FFA576,1,905.25,80823871,-56,62.25,1.98,84717963
3270,E200497E93D1623134FFA588,1,905.25,80823871,-62,54.88,0.69,84717964
3271,E200497E93D141F134FFA507,1,905.25,80823872,-64.5,-4.88,5.83,84717964
3272,E200497E93D13C3134FFA4F0,1,905.25,80823873,-62.5,-9.75,2.80,84717964
3273,E200497E93D143B134FFA50E,1,905.25,80823873,-59,-34.13,1.96,84717964
3274,E200497E93D1827134FFA609,1,905.25,80823874,-71,-272.19,3.80,84717965
3275,E200497E93D1543134FFA550,1,905.25,80823874,-62,-24.38,0.06,84717965
3276,E200497E93D165F134FFA597,1,905.25,80823875,-61.5,-54.88,3.15,84717965
3277,E200497E93D13B7134FFA4ED,1,905.25,80823876,-65,8.50,4.85,84717966
3278,E200497E93D17EB134FFA5FA,1,905.25,80823877,-68.5,20.75,4.29,84717966
3279,E200497E93D12CB134FFA4B2,1,905.25,80823881,-68,-103.75,3.90,84717976
3280,E200497E93D1603134FFA580,1,905.25,80823881,-57.5,-4.88,0.65,84717976
3281,E200497E93D1623134FFA588,1,905.25,80823882,-62,-54.88,0.90,84717977
3282,E200497E93D13B7134FFA4ED,1,905.25,80823883,-65,-10.94,4.79,84717977
3283,E200497E93D17EB134FFA5FA,1,905.25,80823883,-68,57.31,4.22,84717977
3284,E200497E93D13C3134FFA4F0,1,905.25,80823884,-62.5,23.19,2.72,84717977
3285,E200497E93D1543134FFA550,1,905.25,80823885,-62,41.50,6.23,84717978
3286,E200497E93D15F7134FFA57D,1,905.25,80823885,-60,4.88,4.04,84717978
3287,E200497E93D15DB134FFA576,1,905.25,80823886,-56,2.44,2.12,84717978
3288,E200497E93D143B134FFA50E,1,905.25,80823887,-58.5,24.38,1.82,84717979
3289,E200497E93D13E3134FFA4F8,1,905.25,80823887,-65.5,63.44,2.96,84717979
3290,E200497E93D165F134FFA597,1,905.25,80823888,-61.5,18.25,3.03,84717979
3291,E200497E93D141F134FFA507,1,905.25,80823889,-64.5,26.81,5.69,84717979
3292,E2003412DC03011815004228,1,905.25,80823890,-47.5,0.00,0.17,84717980
3293,E200497E93D1833134FFA60C,1,905.25,80823890,-67.5,92.75,1.22,84717980
3294,E200497E93D1827134FFA609,1,905.25,80823891,-72,128.13,3.03,84717996
3295,E200497E93D188B134FFA622,1,905.25,80823893,-64,-12.19,0.67,84717997
3296,E200497E93D1603134FFA580,1,905.25,80823902,-57.5,-4.88,0.64,84717997
3297,E200497E93D188B134FFA622,1,905.25,80823903,-63.5,-85.44,0.77,84717997
3298,E200497E93D13B7134FFA4ED,1,905.25,80823904,-65,-56.13,4.77,84717998
3299,E200497E93D12CB134FFA4B2,1,905.25,80823904,-68.5,58.56,3.69,84717998
3300,E200497E93D15F7134FFA57D,1,905.25,80823905,-60,10.94,4.03,84717998
3301,E200497E93D143B134FFA50E,1,905.25,80823905,-59,4.88,1.85,84717999
3302,E200497E93D1623134FFA588,1,905.25,80823906,-61,18.25,0.73,84717999
3303,E200497E93D15DB134FFA576,1,905.25,80823907,-56,7.31,2.10,84717999
3304,E200497E93D13C3134FFA4F0,1,905.25,80823907,-62.5,30.50,2.63,84718000
3305,E200497E93D13E3134FFA4F8,1,905.25,80823908,-65.5,23.19,2.98,84718000
3306,E200497E93D1543134FFA550,1,905.25,80823909,-62,0.00,0.07,84718000
3307,E2003412DC03011815004228,1,905.25,80823910,-47.5,12.19,0.15,84718001
3308,E200497E93D165F134FFA597,1,905.25,80823910,-62,20.75,3.00,84718001
3309,E200497E93D141F134FFA507,1,905.25,80823912,-64,-10.94,5.75,84718001
3310,E200497E93D1833134FFA60C,1,905.25,80823913,-68,-80.56,1.45,84718001
3311,E200497E93D13B7134FFA4ED,1,905.25,80823915,-65,67.13,4.56,84718010
3312,E200497E93D15F7134FFA57D,1,905.25,80823916,-60,7.31,4.06,84718011
3313,E200497E93D15DB134FFA576,1,905.25,80823917,-55.5,-23.19,2.15,84718011
3314,E200497E93D141F134FFA507,1,905.25,80823917,-64.5,0.00,5.69,84718011
3315,E200497E93D12CB134FFA4B2,1,905.25,80823918,-68,90.31,3.69,84718012
3316,E200497E93D1603134FFA580,1,905.25,80823919,-57.5,9.75,0.61,84718012
3317,E200497E93D143B134FFA50E,1,905.25,80823920,-58.5,24.38,1.87,84718012
3318,E200497E93D1543134FFA550,1,905.25,80823920,-62.5,-2.44,0.06,84718012
3319,E200497E93D1623134FFA588,1,905.25,80823921,-61.5,7.31,0.77,84718013
3320,E200497E93D1833134FFA60C,1,905.25,80823922,-66,-7.31,1.28,84718013
3321,E200497E93D13E3134FFA4F8,1,905.25,80823923,-65,-35.38,3.10,84718013
3322,E2003412DC03011815004228,1,905.25,80823923,-47.5,20.75,0.15,84718014
3323,E200497E93D165F134FFA597,1,905.25,80823924,-61.5,41.50,2.94,84718014
3324,E200497E93D188B134FFA622,1,905.25,80823925,-63,23.19,0.56,84718014
3325,E200497E93D13C3134FFA4F0,1,905.25,80823927,-62,14.63,2.69,84718014
3326,E200497E93D165F134FFA597,1,905.25,80823936,-61.5,-15.81,3.10,84718032
3327,E200497E93D1603134FFA580,1,905.25,80823936,-58,14.63,0.61,84718033
3328,E200497E93D141F134FFA507,1,905.25,80823937,-64.5,32.94,5.59,84718033
3329,E200497E93D15F7134FFA57D,1,905.25,80823938,-60,-15.81,4.12,84718033
3330,E200497E93D13C3134FFA4F0,1,905.25,80823939,-62.5,-30.50,2.83,84718034
3331,E200497E93D17EB134FFA5FA,1,905.25,80823940,-68,-70.75,4.41,84718034
3332,E200497E93D15DB134FFA576,1,905.25,80823941,-56,2.44,2.07,84718034
3333,E200497E93D13E3134FFA4F8,1,905.25,80823941,-65,58.56,2.95,84718035
3334,E200497E93D143B134FFA50E,1,905.25,80823942,-59,12.19,1.87,84718035
3335,E2003412DC03011815004228,1,905.25,80823943,-47.5,19.50,0.14,84718035
3336,E200497E93D1623134FFA588,1,905.25,80823945,-61.5,-31.69,0.87,84718035
3337,E200497E93D13B7134FFA4ED,1,905.25,80823946,-65,-93.94,4.91,84718036
3338,E200497E93D188B134FFA622,1,905.25,80823946,-63.5,14.63,0.60,84718036
3339,E200497E93D1543134FFA550,1,905.25,80823947,-62,12.19,6.27,84718036
3340,E200497E93D12CB134FFA4B2,1,905.25,80823948,-69.5,-9.75,3.69,84718037
3341,E200497E93D1833134FFA60C,1,905.25,80823949,-67.5,-12.19,1.30,84718037
3342,E200497E93D15DB134FFA576,1,907.25,80823959,-56.5,-13.38,1.38,84718054
3343,E200497E93D188B134FFA622,1,907.25,80823960,-62.5,12.19,0.05,84718054
3344,E200497E93D13E3134FFA4F8,1,907.25,80823960,-64.5,52.44,2.42,84718054
3345,E200497E93D1833134FFA60C,1,907.25,80823961,-67,-19.50,0.62,84718055
3346,E200497E93D165F134FFA597,1,907.25,80823962,-61,28.06,2.24,84718056
3347,E2003412DC03011815004228,1,907.25,80823962,-47.5,17.06,5.70,84718056
3348,E200497E93D13C3134FFA4F0,1,907.25,80823963,-63,-14.63,2.07,84718057
3349,E200497E93D15F7134FFA57D,1,907.25,80823964,-59.5,-15.81,3.49,84718057
3350,E200497E93D1543134FFA550,1,907.25,80823965,-62.5,26.81,5.41,84718057
3351,E200497E93D1603134FFA580,1,907.25,80823965,-57.5,2.44,6.22,84718058
3352,E200497E93D13B7134FFA4ED,1,907.25,80823966,-65,40.25,3.90,84718058
3353,E200497E93D143B134FFA50E,1,907.25,80823967,-59,-19.50,1.16,84718058
3354,E200497E93D141F134FFA507,1,907.25,80823967,-64,-29.25,5.09,84718059
3355,E200497E93D1623134FFA588,1,907.25,80823968,-61,-7.31,6.28,84718059
3356,E200497E93D17EB134FFA5FA,1,907.25,80823969,-67.5,4.88,3.88,84718059
3357,E200497E93D12CB134FFA4B2,1,907.25,80823970,-67.5,-106.19,3.33,84718059
3358,E200497E93D12CB134FFA4B2,1,907.25,80823978,-67.5,-83.00,3.26,84718073
3359,E200497E93D1603134FFA580,1,907.25,80823979,-58,-12.19,6.23,84718073
3360,E200497E93D13B7134FFA4ED,1,907.25,80823980,-65.5,15.81,4.07,84718074
3361,E200497E93D188B134FFA622,1,907.25,80823981,-62.5,17.06,6.27,84718074
3362,E200497E93D165F134FFA597,1,907.25,80823982,-60.5,41.50,2.23,84718075
3363,E200497E93D15DB134FFA576,1,907.25,80823983,-56.5,2.44,1.40,84718075
3364,E200497E93D1623134FFA588,1,907.25,80823983,-61,23.19,6.28,84718075
3365,E2003412DC03011815004228,1,907.25,80823984,-47.5,9.75,5.72,84718075
3366,E200497E93D141F134FFA507,1,907.25,80823985,-64,-18.25,5.10,84718076
3367,E200497E93D1833134FFA60C,1,907.25,80823986,-65.5,85.44,0.49,84718076
3368,E200497E93D143B134FFA50E,1,907.25,80823987,-59.5,-12.19,1.13,84718076
3369,E200497E93D13C3134FFA4F0,1,907.25,80823987,-62.5,23.19,2.16,84718077
3370,E200497E93D15F7134FFA57D,1,907.25,80823988,-59.5,4.88,3.43,84718077
3371,E200497E93D1543134FFA550,1,907.25,80823989,-62,17.06,5.36,84718077
3372,E200497E93D13E3134FFA4F8,1,907.25,80823990,-65.5,12.19,2.49,84718077
3373,E200497E93D13E3134FFA4F8,1,907.25,80823992,-65.5,-7.31,2.52,84718087
3374,E200497E93D141F134FFA507,1,907.25,80823992,-63.5,-32.94,5.10,84718088
3375,E200497E93D188B134FFA622,1,907.25,80823993,-62.5,2.44,0.07,84718088
3376,E200497E93D12CB134FFA4B2,1,907.25,80823994,-67.5,47.56,2.99,84718089
3377,E200497E93D1623134FFA588,1,907.25,80823994,-61,-4.88,0.03,84718089
3378,E200497E93D1603134FFA580,1,907.25,80823995,-57.5,-25.63,6.26,84718091
3379,E2003412DC03011815004228,1,907.25,80823997,-47.5,4.88,5.73,84718091
3380,E200497E93D165F134FFA597,1,907.25,80823998,-60.5,41.50,2.20,84718092
3381,E200497E93D15F7134FFA57D,1,907.25,80823999,-59,-50.00,3.55,84718092
3382,E200497E93D1543134FFA550,1,907.25,80824000,-61.5,12.19,5.33,84718092
3383,E200497E93D13B7134FFA4ED,1,907.25,80824001,-65.5,-48.81,4.09,84718093
3384,E200497E93D13C3134FFA4F0,1,907.25,80824001,-62,42.69,2.07,84718093
3385,E200497E93D1833134FFA60C,1,907.25,80824002,-67,-12.19,0.76,84718093
3386,E200497E93D143B134FFA50E,1,907.25,80824002,-58.5,28.06,1.09,84718093
3387,E200497E93D15DB134FFA576,1,907.25,80824003,-56.5,-2.44,1.40,84718094
3388,E200497E93D141F134FFA507,1,907.25,80824012,-64.5,-35.38,5.01,84718106
3389,E2003412DC03011815004228,1,907.25,80824013,-47.5,14.63,5.70,84718107
3390,E200497E93D1543134FFA550,1,907.25,80824014,-62,-2.44,5.41,84718107
3391,E200497E93D165F134FFA597,1,907.25,80824015,-61,15.81,2.30,84718107
3392,E200497E93D1623134FFA588,1,907.25,80824015,-60.5,-2.44,0.00,84718108
3393,E200497E93D1603134FFA580,1,907.25,80824016,-58,9.75,6.20,84718108
3394,E200497E93D188B134FFA622,1,907.25,80824017,-63,47.56,6.17,84718108
3395,E200497E93D143B134FFA50E,1,907.25,80824018,-59,29.25,1.08,84718109
3396,E200497E93D15DB134FFA576,1,907.25,80824019,-56.5,-2.44,1.39,84718109
3397,E200497E93D15F7134FFA57D,1,907.25,80824019,-59.5,-59.81,3.62,84718109
3398,E200497E93D13C3134FFA4F0,1,907.25,80824020,-62,40.25,2.05,84718110
3399,E200497E93D13E3134FFA4F8,1,907.25,80824020,-65.5,-37.81,2.63,84718110
3400,E200497E93D1833134FFA60C,1,907.25,80824021,-66.5,-17.06,0.69,84718110
3401,E200497E93D12CB134FFA4B2,1,907.25,80824022,-67,-14.63,3.17,84718111
3402,E200497E93D13B7134FFA4ED,1,907.25,80824023,-64,-59.81,4.11,84718111
3403,E200497E93D13C3134FFA4F0,1,907.25,80824025,-61.5,52.44,2.08,84718120
3404,E200497E93D15DB134FFA576,1,907.25,80824026,-56.5,52.44,1.31,84718120
3405,E200497E93D1623134FFA588,1,907.25,80824027,-60.5,-15.81,0.02,84718120
3406,E200497E93D1833134FFA60C,1,907.25,80824028,-66,-24.38,0.67,84718121
3407,E200497E93D188B134FFA622,1,907.25,80824029,-62,45.13,6.28,84718121
3408,E200497E93D165F134FFA597,1,907.25,80824029,-61,67.13,2.16,84718121
3409,E200497E93D15F7134FFA57D,1,907.25,80824030,-59.5,-2.44,3.50,84718122
3410,E200497E93D141F134FFA507,1,907.25,80824030,-64.5,69.56,4.94,84718122
3411,E200497E93D1603134FFA580,1,907.25,80824031,-58,-12.19,6.26,84718122
3412,E200497E93D13E3134FFA4F8,1,907.25,80824032,-65.5,-70.75,2.71,84718123
3413,E2003412DC03011815004228,1,907.25,80824033,-47.5,20.75,5.69,84718123
3414,E200497E93D143B134FFA50E,1,907.25,80824033,-59,73.19,0.97,84718123
3415,E200497E93D1543134FFA550,1,907.25,80824034,-62,19.50,5.33,84718123
3416,E200497E93D13B7134FFA4ED,1,907.25,80824035,-66,-100.06,4.14,84718124
3417,E200497E93D12CB134FFA4B2,1,907.25,80824036,-68,-32.94,3.17,84718124
3418,E200497E93D1603134FFA580,1,907.25,80824045,-57.5,32.94,6.19,84718140
3419,E200497E93D141F134FFA507,1,907.25,80824045,-64,-15.81,5.15,84718140
3420,E200497E93D13C3134FFA4F0,1,907.25,80824046,-62,0.00,2.16,84718141
3421,E200497E93D188B134FFA622,1,907.25,80824046,-62,37.81,0.03,84718141
3422,E200497E93D15F7134FFA57D,1,907.25,80824047,-59.5,-18.25,3.53,84718141
3423,E2003412DC03011815004228,1,907.25,80824047,-47.5,0.00,5.72,84718142
3424,E200497E93D1543134FFA550,1,907.25,80824048,-61.5,-24.38,5.45,84718142
3425,E200497E93D13E3134FFA4F8,1,907.25,80824049,-65,-23.19,2.58,84718142
3426,E200497E93D1623134FFA588,1,907.25,80824050,-60.5,20.75,6.23,84718142
3427,E200497E93D12CB134FFA4B2,1,907.25,80824050,-67,-30.50,3.26,84718143
3428,E200497E93D17EB134FFA5FA,1,907.25,80824051,-68.5,67.13,3.71,84718143
3429,E200497E93D165F134FFA597,1,907.25,80824052,-61,-18.25,2.34,84718143
3430,E200497E93D15DB134FFA576,1,907.25,80824053,-56.5,-4.88,1.42,84718144
3431,E200497E93D1833134FFA60C,1,907.25,80824054,-66.5,51.25,0.61,84718144
3432,E200497E93D143B134FFA50E,1,907.25,80824055,-59,0.00,1.11,84718144
3433,E200497E93D13B7134FFA4ED,1,907.25,80824056,-65,-40.25,4.03,84718145
3434,E200497E93D15DB134FFA576,1,907.25,80824059,-56.5,-28.06,1.43,84718154
3435,E200497E93D1623134FFA588,1,907.25,80824060,-61,0.00,6.26,84718155
3436,E200497E93D1603134FFA580,1,907.25,80824061,-57.5,40.25,6.15,84718155
3437,E2003412DC03011815004228,1,907.25,80824061,-47.5,4.88,5.72,84718156
3438,E200497E93D143B134FFA50E,1,907.25,80824062,-59,7.31,1.09,84718156
3439,E200497E93D141F134FFA507,1,907.25,80824063,-64,-46.38,5.09,84718156
3440,E200497E93D15F7134FFA57D,1,907.25,80824064,-59.5,23.19,3.42,84718156
3441,E200497E93D188B134FFA622,1,907.25,80824064,-62.5,47.56,6.25,84718157
3442,E200497E93D17EB134FFA5FA,1,907.25,80824065,-67.5,7.31,3.96,84718157
3443,E200497E93D13B7134FFA4ED,1,907.25,80824066,-65.5,-13.38,4.03,84718157
3444,E200497E93D12CB134FFA4B2,1,907.25,80824067,-67,-12.19,3.23,84718157
3445,E200497E93D13C3134FFA4F0,1,907.25,80824067,-63,50.00,2.13,84718158
3446,E200497E93D1833134FFA60C,1,907.25,80824068,-68,39.06,0.55,84718158
3447,E200497E93D13E3134FFA4F8,1,907.25,80824069,-65,50.00,2.46,84718158
3448,E200497E93D1543134FFA550,1,907.25,80824069,-61.5,-4.88,5.38,84718159
3449,E200497E93D165F134FFA597,1,907.25,80824070,-61,7.31,2.26,84718159
3450,E200497E93D1623134FFA588,1,907.25,80824079,-61,18.25,0.01,84718175
3451,E200497E93D13B7134FFA4ED,1,907.25,80824080,-65,-35.38,4.07,84718175
3452,E2003412DC03011815004228,1,907.25,80824081,-47.5,19.50,5.71,84718175
3453,E200497E93D1603134FFA580,1,907.25,80824082,-57.5,-12.19,6.25,84718176
3454,E200497E93D13C3134FFA4F0,1,907.25,80824083,-63,-4.88,2.18,84718176
3455,E200497E93D17EB134FFA5FA,1,907.25,80824083,-67,-50.00,3.92,84718176
3456,E200497E93D143B134FFA50E,1,907.25,80824084,-59,7.31,1.12,84718176
3457,E200497E93D12CB134FFA4B2,1,907.25,80824085,-67.5,-42.69,3.17,84718177
3458,E200497E93D13E3134FFA4F8,1,907.25,80824085,-65,-9.75,2.60,84718177
3459,E200497E93D141F134FFA507,1,907.25,80824086,-64,-10.94,5.09,84718177
3460,E200497E93D1833134FFA60C,1,907.25,80824086,-67,92.75,0.44,84718178
3461,E200497E93D188B134FFA622,1,907.25,80824087,-62.5,70.75,6.22,84718178
3462,E200497E93D15DB134FFA576,1,907.25,80824088,-56.5,28.06,1.36,84718178
3463,E200497E93D1543134FFA550,1,907.25,80824089,-62,-12.19,5.43,84718178
3464,E200497E93D1827134FFA609,1,907.25,80824089,-69.5,-61.00,2.60,84718179
3465,E200497E93D165F134FFA597,1,907.25,80824090,-61,23.19,2.25,84718179
3466,E200497E93D15F7134FFA57D,1,907.25,80824090,-59.5,-7.31,3.48,84718179
3467,E200497E93D17EB134FFA5FA,1,907.25,80824093,-67.5,-67.13,3.93,84718189
3468,E200497E93D13C3134FFA4F0,1,907.25,80824093,-62,-23.19,2.25,84718190
3469,E2003412DC03011815004228,1,907.25,80824095,-47.5,7.31,5.72,84718190
3470,E200497E93D1833134FFA60C,1,907.25,80824095,-66.5,85.44,0.52,84718190
3471,E200497E93D13B7134FFA4ED,1,907.25,80824096,-65.5,59.81,3.98,84718191
3472,E200497E93D1543134FFA550,1,907.25,80824097,-61.5,-14.63,5.39,84718191
3473,E200497E93D15DB134FFA576,1,907.25,80824098,-57,23.19,1.36,84718191
3474,E200497E93D15F7134FFA57D,1,907.25,80824098,-59.5,-7.31,3.49,84718191
3475,E200497E93D143B134FFA50E,1,907.25,80824099,-59,-17.06,1.15,84718192
3476,E200497E93D188B134FFA622,1,907.25,80824101,-62.5,28.06,6.26,84718192
3477,E200497E93D13E3134FFA4F8,1,907.25,80824102,-65,133.00,2.23,84718192
